Site,Plot,Row,Column,Species,C_E_or_T,Rep,Germinate,Done,Notes
4,C,10,7,HYGL,C,1,2,,Swap
4,C,10,8,VERO,C,1,9,Y,
4,C,10,9,PEAI,E,1,9,,
5,A,1,4,TROR,C,2,1,Y,
5,A,1,5,HYGL,E,3,1,,
5,A,1,6,ARCA,C,1,1,Y,
5,A,1,7,POLE,E,1,2,,
5,A,1,9,PEAI,E,3,3,,Swap
5,A,2,7,HYGL,E,1,1?,,
5,A,2,8,LARO,C,2,3,,
5,A,2,9,VERO,C,1,8,,Swap
5,A,3,1,ARCA,E,1,1,Y,
5,A,3,3,PEAI,E,1,1,Y,
5,A,3,4,ARCA,C,2,1,,
5,A,3,5,LARO,E,2,2,,
5,A,3,7,PEAI,E,2,4,,
5,A,3,8,HYGL,C,2,2,,
5,A,3,9,TRCY,E,3,3,Y,
5,A,4,3,TRCY,C,3,7,,
5,A,4,4,PEAI,C,1,2,Y,
5,A,4,5,TROR,T,1,1,Y,
5,A,4,6,TROR,C,3,4,,
5,A,4,8,LARO,C,1,3,,Swap
5,A,6,1,VERO,E,1,1,,
5,A,6,8,PEAI,T,1,1,,
5,A,6,9,TROR,C,1,4,,
5,A,7,2,ARCA,E,2,2,,
5,A,7,9,POLE,E,3,2,Y,Swap
5,A,8,2,HYGL,C,1,4,Y,
5,A,8,4,ARCA,E,3,1,Y,
5,A,8,6,TRCY,C,2,10,,Swap
5,A,8,8,VERO,E,2,2,,
5,A,8,9,PEAI,C,3,1,,
5,A,9,4,TROR,E,3,1,Y,
5,A,9,6,TROR,E,1,2,Y,
5,A,9,7,LARO,E,1,4,,
5,A,10,4,TRCY,E,1,2,Y,
5,A,10,6,TRCY,E,2,6,,
5,A,10,7,PEAI,C,2,8,,
5,A,10,8,HYGL,C,3,1,Y,
5,A,10,9,POLE,C,2,3,,Swap
5,B,1,1,HYGL,E,3,2,Y,
5,B,1,2,TRCY,E,3,4,,
5,B,1,4,TROR,T,1,2,Y,Swap
5,B,1,5,ARCA,T,1,1,,Swap
5,B,1,6,LARO,E,3,2,Y,
5,B,1,8,POLE,E,1,1,,
5,B,1,9,VERO,E,3,5,,
5,B,2,1,HYGL,C,3,2,Y,
5,B,2,2,HYGL,C,1,1,Y,Swap
5,B,2,3,VERO,E,1,1,,
5,B,2,4,PEAI,T,1,2,Y,Swap
5,B,2,5,VERO,C,3,1,,
5,B,2,6,TRCY,E,2,8,,
5,B,2,8,HYGL,E,2,1,Y,Swap
5,B,2,9,ARCA,C,2,4,,
5,B,3,1,TROR,E,1,5,Y,Swap
5,B,3,3,ARCA,E,1,3,,
5,B,3,4,VERO,C,1,8,,
5,B,3,5,LARO,E,1,1,Y,
5,B,3,6,LARO,T,2,1,Y,Swap
5,B,3,7,TRCY,E,1,2,,
5,B,3,8,VERO,C,2,4,,Swap
5,B,3,9,LARO,C,3,3,,Swap
5,B,4,3,PEAI,C,1,4,,Swap
5,B,4,4,HYGL,C,2,1,Y,
5,B,4,6,TROR,E,3,4,Y,
5,B,4,8,ARCA,E,3,1,Y,
5,B,5,1,PEAI,C,2,2,,
5,B,5,2,LARO,C,2,7,,
5,B,5,8,LARO,E,2,2,Y,
5,B,6,1,ARCA,C,3,3,,Swap
5,B,6,2,TRCY,C,3,15,,Swap
5,B,6,8,TROR,C,3,7,Y,
5,B,7,1,TROR,C,1,7,,
5,B,7,2,VERO,E,2,6,,Swap
5,B,7,8,TRCY,C,1,6,,
5,B,8,1,HYGL,E,1,4,Y,
5,B,8,2,ARCA,C,1,7,,
5,B,8,3,ARCA,E,2,4,,
5,B,8,4,LARO,C,1,2,Y,
5,B,8,6,POLE,E,2,1,,
5,B,8,7,ARCA,T,2,7,,
5,B,8,9,PEAI,C,3,7,,Swap
5,B,9,6,TRCY,T,1,9,,Swap
5,B,9,7,PEAI,E,3,3,,
5,B,9,8,TROR,E,2,1,Y,
5,B,9,9,TRCY,C,2,10,Y,
5,B,10,1,TROR,T,2,1,,
5,B,10,4,TROR,C,2,3,,
5,B,10,6,PEAI,E,1,5,,
5,B,10,7,PEAI,E,2,3,Y,
5,B,10,8,LARO,T,1,4,,
5,C,1,6,HYGL,E,2,6,Y,
5,C,1,8,HYGL,T,2,6,Y,
5,C,2,2,HYGL,E,1,7,,
5,C,2,3,VERO,C,2,1,,
5,C,2,4,ARCA,E,3,1,,
5,C,2,8,ARCA,C,1,2,,
5,C,2,9,PEAI,T,1,2,,
5,C,3,3,LARO,E,3,1,Y,
5,C,3,6,PEAI,C,3,4,Y,
5,C,3,9,PEAI,C,2,1?,Y,
5,C,4,2,TRCY,C,3,3,,
5,C,6,1,HYGL,C,1,7,,
5,C,7,9,PEAI,T,2,5,,
5,C,9,6,ARCA,T,1,1?,Y,
5,C,9,8,HYGL,C,2,3,,
5,C,10,6,HYGL,C,3,5,Y,
5,C,10,8,ARCA,C,2,1,Y,
6,A,1,2,VERO,T,2,9,,
6,A,1,3,TRCY,T,1,5,,
6,A,1,4,TRCY,E,1,13,,
6,A,1,5,PEAI,T,1,14,,
6,A,1,6,TRCY,C,3,2,,
6,A,1,7,LARO,E,2,10,,
6,A,1,8,HYGL,C,1,3,,Swap
6,A,1,9,HYGL,E,3,3,,
6,A,2,1,TRCY,T,2,8,,
6,A,2,2,HYGL,C,3,2,,Swap
6,A,2,3,LARO,T,2,12,,
6,A,2,4,LARO,E,1,6,,
6,A,2,5,ARCA,C,2,8,,
6,A,2,6,ARCA,E,2,6,Y,
6,A,2,7,VERO,E,1,4,,
6,A,2,8,HYGL,E,1,4,,
6,A,2,9,PEAI,E,1,10,,
6,A,3,1,PEAI,C,3,7,,
6,A,3,2,LARO,C,3,9,,
6,A,3,4,TROR,C,2,11,,
6,A,3,5,ARCA,T,2,12,,
6,A,3,6,ARCA,E,3,2,,
6,A,3,8,PEAI,E,2,10,,
6,A,3,9,TROR,T,2,11,,
6,A,4,1,HYGL,E,2,4,,
6,A,4,2,HYGL,C,2,4,,
6,A,4,3,LARO,E,3,5,,Swap
6,A,4,4,ARCA,E,1,4,,
6,A,4,5,TROR,E,1,6,,
6,A,4,6,LARO,C,1,6,,
6,A,4,7,PEAI,T,2,7,,
6,A,4,9,VERO,T,1,12,,
6,A,5,1,ARCA,C,3,3,,
6,A,5,2,PEAI,C,2,7,,
6,A,5,9,TROR,E,2,12,,
6,A,6,1,VERO,E,2,6,,
6,A,6,2,TRCY,C,2,7,,
6,A,6,8,ARCA,T,1,7,Y,
6,A,7,1,HYGL,T,2,1,Y,Swap (14/08/21 was duplicate C1)
6,A,7,9,VERO,C,3,1,Y,Not sure my seed
6,A,8,1,TRCY,E,2,6,,
6,A,8,2,TROR,C,3,6,,
6,A,8,3,PEAI,E,3,8,,
6,A,8,6,TROR,T,1,7,,
6,A,8,7,TRCY,C,1,11,,
6,A,8,9,TROR,E,3,7,,
6,A,9,3,ARCA,C,1,2,Y,
6,A,9,6,VERO,E,3,7,,
6,A,9,7,VERO,C,2,3,,
6,A,9,8,TROR,C,1,9,,
6,A,10,3,PEAI,C,1,6,Y,
6,A,10,4,LARO,C,2,3,Y,
6,A,10,6,VERO,C,1,6,,
6,A,10,7,TRCY,E,3,11,,
6,A,10,8,POLE,E,1,2,,Swap
6,A,10,9,POLE,C,2,6,,
6,B,1,1,POLE,C,3,5,,
6,B,1,3,HYGL,E,3,7,,
6,B,1,5,HYGL,C,2,3,,
6,B,1,7,TRCY,C,1,9,,
6,B,1,9,TRCY,E,3,12,,
6,B,2,1,TROR,E,2,12,,
6,B,2,3,TROR,T,1,8,,
6,B,2,4,TRCY,E,1,5,,
6,B,2,6,PEAI,E,1,12,,
6,B,2,7,TROR,E,3,9,,
6,B,2,8,ARCA,C,3,2,,Swap
6,B,3,1,HYGL,C,1,1,,Swap
6,B,3,2,TRCY,C,2,9,,
6,B,3,3,VERO,T,2,1,,
6,B,3,4,LARO,C,1,6,,
6,B,3,5,POLE,E,3,4,,
6,B,3,6,PEAI,C,3,6,,Swap
6,B,3,7,LARO,E,1,5,,
6,B,4,1,ARCA,E,3,1,,
6,B,4,2,TROR,C,1,9,,
6,B,4,4,PEAI,E,3,11,,
6,B,4,5,VERO,C,2,6,,
6,B,4,6,VERO,E,3,4,,
6,B,4,7,ARCA,C,2,4,,
6,B,4,8,TRCY,T,2,7,,
6,B,5,1,PEAI,C,1,10,,
6,B,5,8,HYGL,E,1,4,,
6,B,5,9,PEAI,C,2,10,Y,
6,B,6,2,VERO,E,1,9,,
6,B,6,8,LARO,T,1,8,,
6,B,6,9,POLE,E,1,1,,Swap
6,B,7,1,HYGL,T,1,3,Y,
6,B,7,8,POLE,C,2,1,,
6,B,7,9,LARO,T,2,9,,
6,B,8,1,PEAI,T,1,15,,
6,B,8,2,LARO,C,2,5,,
6,B,8,3,ARCA,E,2,3,,
6,B,8,4,TRCY,C,3,8,,
6,B,8,6,TRCY,T,1,6,,
6,B,8,7,TROR,C,3,10,,
6,B,8,8,ARCA,E,1,6,,
6,B,8,9,TROR,E,1,4,,
6,B,9,1,LARO,E,2,8,,
6,B,9,2,POLE,E,2,1,,
6,B,9,4,HYGL,C,3,4,,
6,B,9,6,LARO,E,3,8,,
6,B,9,7,POLE,C,1,2,,Swap
6,B,9,8,HYGL,E,2,5,,
6,B,9,9,TROR,T,2,8,,
6,B,10,1,VERO,E,2,12,,Swap
6,B,10,2,ARCA,C,1,3,,
6,B,10,3,TROR,C,2,9,,
6,B,10,4,VERO,C,3,7,,
6,B,10,6,VERO,C,1,4,,
6,B,10,7,TRCY,E,2,10,,
6,B,10,8,LARO,C,3,9,,
6,B,10,9,PEAI,E,2,8,,
6,C,1,1,POLE,C,2,1,,Swap
6,C,1,2,TRCY,E,3,4,,
6,C,1,3,TROR,C,1,8,,Swap
6,C,1,4,LARO,E,1,9,,Swap
6,C,1,5,VERO,E,2,7,,
6,C,1,6,PEAI,E,3,12,,
6,C,1,7,HYGL,C,3,1,,
6,C,1,8,HYGL,E,2,1,,Swap. Check which one
6,C,1,9,PEAI,T,1,8,,
6,C,2,2,HYGL,E,1,2,,Swap. Check which one
6,C,2,3,VERO,E,1,5,,
6,C,2,6,ARCA,E,1,4,Y,
6,C,2,7,PEAI,T,2,5,,
6,C,3,1,PEAI,C,1,11,,
6,C,3,2,TROR,E,1,8,,
6,C,3,3,PEAI,E,4,4,,Swap. There are two PEAI E1s (this used to be a pole but peai was planted accidentally)
6,C,3,4,PEAI,C,2,6,,
6,C,3,5,VERO,C,1,9,,
6,C,3,6,TRCY,T,1,8,Y,Swap
6,C,3,7,TROR,C,3,10,,
6,C,3,8,TROR,T,2,5,Y,Swap
6,C,3,9,VERO,C,2,2,,
6,C,4,2,ARCA,C,3,4,Y,
6,C,4,3,LARO,C,2,1,,Swap
6,C,4,4,ARCA,E,3,3,,Swap
6,C,4,6,TRCY,C,2,10,,
6,C,4,8,TRCY,C,1,5,,
6,C,4,9,PEAI,E,2,5,,
6,C,5,2,TRCY,E,2,11,,Swap
6,C,5,8,TROR,E,2,6,Y,
6,C,5,9,HYGL,C,2,6,,
6,C,6,2,VERO,E,3,6,,
6,C,7,2,TROR,T,1,8,Y,Swap
6,C,7,8,HYGL,C,1,5,,
6,C,7,9,ARCA,C,1,3,,Swap
6,C,8,1,VERO,T,1,7,,
6,C,8,2,LARO,E,3,8,Y,
6,C,8,6,PEAI,C,3,3,,
6,C,8,7,VERO,C,3,4,,
6,C,8,8,TROR,E,3,9,,Swap
6,C,8,9,LARO,E,2,9,,
6,C,9,1,ARCA,C,2,9,,
6,C,9,2,LARO,C,3,5,,
6,C,9,3,TRCY,C,3,8,Y,
6,C,9,4,ARCA,E,2,7,,
6,C,9,6,PEAI,E,1,3,,Swap. There are two peai E1s
6,C,10,1,TRCY,E,1,7,,
6,C,10,2,VERO,T,2,5,,
6,C,10,3,TROR,C,2,2,,
6,C,10,4,HYGL,E,3,6,Y,
6,C,10,8,TRCY,T,2,6,Y,
6,C,10,9,LARO,C,1,4,Y,
7,A,1,1,PEAI,T,1,5,,
7,A,1,3,ARCA,E,1,1,,
7,A,1,4,PEAI,E,1,12,,
7,A,1,5,PEAI,E,2,3,,Swap
7,A,1,7,LARO,E,1,6,,
7,A,1,8,HYGL,E,2,1,Y,
7,A,2,1,VERO,E,1,10,,
7,A,2,3,ARCA,E,3,5,,
7,A,2,4,POLE,E,1,2,,
7,A,2,5,TROR,E,2,11,,
7,A,2,6,TROR,T,2,9,,
7,A,2,8,HYGL,C,1,2,,Swap
7,A,3,2,LARO,C,2,6,,
7,A,3,5,LARO,C,3,3,Y,
7,A,3,6,TROR,E,1,5,,
7,A,3,7,HYGL,E,1,2,,
7,A,3,9,LARO,E,3,9,,Swap
7,A,4,1,VERO,C,1,11,,
7,A,4,3,PEAI,C,2,2,,
7,A,4,4,VERO,T,2,3,Y,Swap
7,A,4,5,ARCA,C,1,1,,
7,A,4,6,TRCY,T,2,9,,
7,A,4,7,VERO,C,2,3,,Swap
7,A,4,8,LARO,T,2,9,,
7,A,4,9,PEAI,C,1,8,Y,
7,A,5,1,PEAI,E,3,5,,
7,A,5,2,HYGL,C,2,5,,
7,A,5,9,TROR,E,3,8,,
7,A,6,1,TROR,T,1,9,,
7,A,6,2,HYGL,C,3,7,,
7,A,6,9,LARO,T,1,7,Y,Swap
7,A,7,2,TRCY,C,1,9,,
7,A,7,8,TROR,C,3,10,,
7,A,7,9,VERO,T,1,2,,
7,A,8,2,TRCY,E,2,1,,
7,A,8,7,ARCA,C,2,1,Y,
7,A,8,8,TRCY,C,3,9,,
7,A,8,9,TROR,C,2,8,Y,
7,A,9,2,VERO,C,3,9,,
7,A,9,3,LARO,C,1,5,,
7,A,9,4,VERO,E,2,7,,
7,A,9,6,TRCY,C,2,9,,
7,A,9,7,VERO,E,3,9,,
7,A,9,8,TRCY,E,3,10,,
7,A,9,9,PEAI,C,3,5,,
7,A,10,1,LARO,E,2,3,,
7,A,10,2,TRCY,E,1,5,,
7,A,10,3,ARCA,T,1,4,Y,
7,A,10,4,TROR,C,1,7,,
7,A,10,7,TRCY,T,1,9,,
7,B,1,1,LARO,T,1,3,Y,Swap
7,B,1,2,POLE,T,2,1,Y,
7,B,1,3,HYGL,C,1,5,,
7,B,1,4,ARCA,C,1,4,,
7,B,1,5,ARCA,T,2,4,,
7,B,1,6,PEAI,C,2,12,,
7,B,1,7,VERO,C,1,6,,
7,B,1,8,HYGL,E,3,5,,Swap
7,B,2,3,TROR,C,2,4,,
7,B,2,4,TROR,C,1,10,,
7,B,2,5,TROR,C,3,9,,
7,B,2,7,TRCY,E,2,11,,
7,B,2,9,TRCY,T,2,11,,
7,B,3,3,ARCA,C,3,7,,
7,B,3,5,TROR,E,1,10,,
7,B,3,6,VERO,E,3,5,,
7,B,3,8,LARO,E,3,11,,
7,B,4,1,VERO,E,1,6,,Swap
7,B,4,2,TROR,T,1,3,,
7,B,4,3,TROR,E,2,2,,
7,B,4,4,PEAI,C,3,7,,
7,B,4,7,LARO,C,1,6,,
7,B,4,8,VERO,C,2,10,Y,
7,B,4,9,ARCA,E,3,5,,
7,B,5,1,PEAI,C,1,7,,
7,B,5,8,LARO,C,3,7,,
7,B,5,9,POLE,E,2,2,,
7,B,6,1,TROR,E,3,4,,
7,B,6,8,HYGL,E,2,2,,
7,B,6,9,LARO,T,2,5,,
7,B,7,1,VERO,T,2,8,,Not thinned.
7,B,7,2,TRCY,C,3,5,,
7,B,7,8,VERO,E,2,5,Y,
7,B,7,9,LARO,E,1,8,,
7,B,8,2,LARO,E,2,5,,Swap
7,B,8,3,TRCY,C,2,4,,
7,B,8,4,HYGL,C,2,6,,
7,B,8,6,ARCA,C,2,1,Y,
7,B,8,7,PEAI,E,3,10,,
7,B,8,8,POLE,C,1,6,,
7,B,8,9,PEAI,E,2,4,,
7,B,9,1,TROR,T,2,1,Y,
7,B,9,2,VERO,C,3,3,,
7,B,9,3,TRCY,E,3,5,,
7,B,9,4,HYGL,E,1,1,,
7,B,9,7,PEAI,E,1,9,,
7,B,9,8,TRCY,T,1,11,,Check this? E1?
7,B,9,9,ARCA,E,1,10,,
7,B,10,1,ARCA,T,1,2,,
7,B,10,2,LARO,C,2,6,,
7,B,10,3,TRCY,C,1,10,,
7,B,10,7,PEAI,T,2,8,,
7,B,10,8,ARCA,E,2,5,,
7,B,10,9,TRCY,E,1,3,Y,Check what this was swapped with - T1?
7,C,1,1,TROR,T,1,7,,
7,C,1,2,TROR,T,2,10,,
7,C,1,6,ARCA,E,1,1,,Swap
7,C,1,8,POLE,E,3,3,,
7,C,2,1,TRCY,T,2,8,,
7,C,2,2,LARO,E,3,6,,
7,C,2,3,TROR,E,2,10,,
7,C,2,4,TRCY,E,2,10,,
7,C,2,5,PEAI,C,3,4,,
7,C,2,6,TROR,E,1,3,,
7,C,2,7,ARCA,C,1,1,Y,
7,C,2,8,LARO,C,2,5,Y,
7,C,2,9,HYGL,C,1,2,,
7,C,3,1,TRCY,C,2,10,,
7,C,3,5,HYGL,E,2,1,,
7,C,3,6,PEAI,E,1,9,,
7,C,3,7,PEAI,C,2,7,,
7,C,3,8,VERO,E,3,4,,
7,C,3,9,ARCA,C,2,5,Y,Swap
7,C,4,1,ARCA,E,3,1,,
7,C,4,2,TRCY,C,1,6,,
7,C,4,3,VERO,T,2,7,,
7,C,4,4,TROR,C,3,7,,
7,C,4,5,TRCY,T,1,7,,
7,C,4,7,VERO,E,1,8,,
7,C,4,8,VERO,E,2,6,,
7,C,4,9,PEAI,T,1,10,,
7,C,5,1,TROR,C,1,7,,
7,C,5,2,TRCY,E,1,12,,
7,C,5,8,LARO,T,1,7,,
7,C,6,1,HYGL,C,2,1,,
7,C,6,2,PEAI,E,3,7,,
7,C,6,8,TROR,C,2,6,,
7,C,7,1,HYGL,E,1,10,,
7,C,7,2,VERO,C,3,8,,
7,C,7,8,PEAI,C,1,5,,
7,C,7,9,LARO,T,2,2,,
7,C,8,1,LARO,C,1,6,,
7,C,8,2,TRCY,C,3,11,,
7,C,8,3,PEAI,T,2,5,,
7,C,8,8,POLE,E,1,1,,
7,C,9,1,VERO,C,2,7,,
7,C,9,2,TRCY,E,3,11,,
7,C,9,3,ARCA,C,3,5,,
7,C,9,4,HYGL,T,2,*,,"Check position, is it plus one germ?"
7,C,9,6,POLE,T,1,2,Y,
7,C,9,7,TROR,E,3,6,,
7,C,9,8,LARO,E,1,6,,
7,C,9,9,LARO,C,3,2,,
7,C,10,1,VERO,C,1,4,,
7,C,10,2,PEAI,E,2,9,,
7,C,10,3,ARCA,E,2,1,,
7,C,10,4,VERO,T,1,8,,
7,C,10,8,HYGL,E,3,7,,Swap
7,C,10,9,LARO,E,2,12,Y,No seeds
8,A,1,1,TROR,C,3,5,Y,
8,A,1,5,LARO,T,2,6,,
8,A,1,6,ARCA,C,1,6,,
8,A,2,6,ARCA,C,2,8,,
8,A,2,8,TRCY,E,3,1,,Swap
8,A,2,9,PEAI,T,2,1,Y,
8,A,3,4,PEAI,C,2,1,,
8,A,3,6,TRCY,C,1,4,Y,Swap
8,A,3,8,HYGL,C,3,4,,Swap
8,A,4,1,LARO,E,3,3,,Swap
8,A,4,2,PEAI,C,3,7,,
8,A,4,4,VERO,E,1,1,,
8,A,4,5,VERO,T,1,4,Y,
8,A,4,6,PEAI,E,2,4,,
8,A,4,7,HYGL,E,1,4,,Swap
8,A,4,8,ARCA,T,1,2,,
8,A,4,9,PEAI,E,1,5,,
8,A,5,1,LARO,C,1,6,,Swap
8,A,5,2,HYGL,C,1,1,Y,
8,A,5,8,LARO,E,1,7,,
8,A,5,9,PEAI,E,3,6,,
8,A,6,2,ARCA,E,3,8,,
8,A,6,8,POLE,E,3,1,Y,
8,A,7,2,VERO,E,2,2,,
8,A,7,8,ARCA,E,2,4,,Swap
8,A,8,1,ARCA,C,3,4,,
8,A,8,2,VERO,E,3,5,,
8,A,8,3,HYGL,E,3,1,Y,
8,A,8,8,HYGL,C,2,2?,,
8,A,8,9,VERO,C,3,4,Y,Swap
8,A,9,2,LARO,C,3,3,Y,
8,A,9,3,TROR,C,2,1,,
8,A,9,6,PEAI,C,1,5,,
8,A,9,8,VERO,C,1,5,,
8,A,9,9,LARO,E,2,6,Y,
8,A,10,1,HYGL,E,2,3,,
8,A,10,3,LARO,T,1,6,Y,Swap
8,A,10,4,LARO,C,2,5,,Swap
8,A,10,8,ARCA,E,1,2,,
8,B,1,4,LARO,E,3,8,,
8,B,1,6,VERO,T,1,1,Y,
8,B,1,8,LARO,E,1,3,,Swap
8,B,2,7,ARCA,C,2,1,Y,
8,B,3,2,LARO,C,1,1,,Swap
8,B,3,3,LARO,C,2,1,,Swap
8,B,3,4,TRCY,E,3,9,Y,
8,B,4,4,TRCY,C,2,4,Y,Swap
8,B,4,6,PEAI,E,3,5,,Swap
8,B,5,8,PEAI,C,3,4,,
8,B,5,9,LARO,C,3,1,Y,
8,B,6,8,POLE,E,3,0,Y,It's a POCA
8,B,6,9,LARO,T,2,3,Y,
8,B,7,1,TROR,E,2,4,,Swap
8,B,7,8,TROR,E,1,5,,
8,B,7,9,TROR,C,3,6,Y,
8,B,8,1,TRCY,E,1,8,Y,
8,B,8,6,ARCA,E,1,5,,
8,B,8,7,HYGL,E,2,1,,Swap
8,B,8,9,ARCA,C,3,2,,Swap
8,B,9,2,ARCA,E,2,4,,Swap
8,B,9,3,TROR,C,2,3,,
8,B,9,7,LARO,E,2,2,,
8,B,9,8,PEAI,C,1,1,,Swap
8,B,9,9,TROR,T,2,2,,
8,B,10,1,TRCY,C,1,3,,
8,B,10,8,TRCY,E,2,3,Y,Swap. Healthy focal accidentally removed
8,C,1,1,ARCA,E,1,4,,Swap
8,C,1,2,PEAI,T,2,6,Y,
8,C,1,4,ARCA,E,3,7,Y,
8,C,1,7,ARCA,C,2,2,,
8,C,1,8,TRCY,E,1,1,,
8,C,2,1,TRCY,C,3,1,,
8,C,2,4,LARO,T,1,1,,
8,C,2,5,VERO,T,1,2,,
8,C,3,1,LARO,C,1,5,,
8,C,3,2,HYGL,E,2,2,,Swap
8,C,3,5,PEAI,C,1,8,,
8,C,4,1,LARO,E,3,6,,
8,C,4,2,LARO,C,2,1,,
8,C,4,3,LARO,E,1,2,Y,
8,C,4,5,VERO,E,2,1,,
8,C,4,8,ARCA,C,3,7,Y,
8,C,5,8,PEAI,E,2,6,,
8,C,6,1,TROR,C,3,2,,Swap
8,C,6,8,PEAI,E,1,10,,Swap
8,C,7,1,LARO,E,2,1,Y,Check what this is labelled as. T1? No seeds
8,C,7,9,PEAI,C,3,3,,
8,C,8,2,ARCA,E,2,2,Y,
8,C,8,3,LARO,C,3,8,Y,
8,C,9,1,VERO,C,1,3,,
8,C,9,2,PEAI,E,3,3,,
8,C,9,3,HYGL,C,1,1,,
8,C,9,4,TRCY,E,3,3,,Swap
8,C,9,7,TRCY,E,2,1,Y,
8,C,9,8,LARO,T,2,4,,
8,C,9,9,TRCY,C,2,11,,
8,C,10,2,TRCY,C,1,8,,
8,C,10,3,TRCY,T,2,3,,
